filename_prefix,url,ref_title,authors,ref_year,ref_source,scale_denominator
,https://repository.arizona.edu/handle/10150/630887,,,,,
,https://repository.arizona.edu/handle/10150/630888,"DRASTIC Analysis of the Potential for Groundwater Pollution in Pinal County, Arizona","Moulton, D.L.",1992,"Arizona Geological Survey Open File Report, OFR-92-13",250000
,https://repository.arizona.edu/handle/10150/630889,"Earth Fissure Map of Maricopa County, Arizona: Arizona Geological Survey Digital Map - Earth Fissure Map 17 (DM-EF-17), ",Arizona Geological Survey,2009,,250000
,https://repository.arizona.edu/handle/10150/630890,"Earth Fissure Map of the Apache Junction Study Area: Pinal and Maricopa Counties, Arizona v 2",Arizona Geological Survey,2017,0: Arizona Geological Survey Digital Map - Earth Fissure Map 2 (DM-EF-2),12000
,https://repository.arizona.edu/handle/10150/630891,"Earth Fissure Map of the Friendly Corners Study Area: Pinal County, Arizona: Arizona Geological Survey Digital Map - Earth Fissure Map 12 (DM-EF-12),  ",Arizona Geological Survey,2009,,24000
,https://repository.arizona.edu/handle/10150/630892,"Earth Fissure Map of the Greene Wash Study Area: Pinal County, Arizona: Arizona Geological Survey Digital Map - Earth Fissure Map 15 (DM-EF-15), ",Arizona Geological Survey,2009,,24000
,https://repository.arizona.edu/handle/10150/630893,"Earth Fissure Map of the Harquahala Study Area: Maricopa County, Arizona: Arizona Geological Survey Digital Map - Earth Fissure Map 14 (DM-EF-14) v",Arizona Geological Survey,2019,2,24000
,https://repository.arizona.edu/handle/10150/630894,"Earth Fissure Map of the Heaton Study Area: Maricopa and Pinal Counties, Arizona: Arizona Geological Survey Digital Map - Earth Fissure Map 9 (DM-EF-9) V2",Arizona Geological Survey,2019,0,24000
,https://repository.arizona.edu/handle/10150/630895,"Earth Fissure Map of the Mesa Study Area: Maricopa County, Arizona: Arizona Geological Survey Digital Map - Earth Fissure Map 4 (DM-EF-4), ",Arizona Geological Survey,2008,,12000
,https://repository.arizona.edu/handle/10150/630896,"Earth Fissure Map of the Pete's Corner Study Area: Pinal County, Arizona: Arizona Geological Survey Digital Map - Earth fissure Map 7 (DM-EF-7), ",Arizona Geological Survey,2008,,24000
,https://repository.arizona.edu/handle/10150/630897,"Earth Fissure Map of the Picacho & Friendly Corners Study Area: Pinal County, Arizona v",Arizona Geological Survey,2016,"3.0. Arizona Geological Survey Digital Map - Earth Fissure (DM-EF-03, v3.0), 1:24,000",24000
,https://repository.arizona.edu/handle/10150/630898,"Earth Fissure Map of the Sacaton Butte Study Area: Pinal County, Arizona v",Arizona Geological Survey,2019,2.0: Arizona Geological Survey Digital Map - Earth Fissure Map 18 (DM-EF-18),24000
,https://repository.arizona.edu/handle/10150/630899,"Earth Fissure Map of the Scottsdale Study Area: Maricopa County, Arizona: Arizona Geological Survey Digital Map - Earth Fissure Map 5 (DM-EF-5), ",Arizona Geological Survey,2008,,24000
,https://repository.arizona.edu/handle/10150/630983,"Geothermal energy potential of the Lower San Francisco River Region, Arizona","Witcher, J.C.",1981,"Arizona Geological Survey Open File Report, OFR-81-07, 141 p.",
,https://repository.arizona.edu/handle/10150/630984,"Geothermal potential of the Northern Hassayampa Plain, Part II, with a section on segmentation in basin-range faults","Stone, C. and Menges, C.M.",1981,"Arizona Geological Survey Open File Report, OFR-81-25, 38 p.",
,https://repository.arizona.edu/handle/10150/630985,"Geothermal resource potential of the Safford-San Simon Basin, Arizona","Witcher, J.C.",1981,"Arizona Geological Survey Open File Report, OFR-81-26, 4 plate",250000
,https://repository.arizona.edu/handle/10150/630986,,,,,
,https://repository.arizona.edu/handle/10150/630987,"Gravity and Magnetic Surveys at Brady Earth Fissure, Picacho Basin, Pinal County, Arizona","Slaff, S.",1993,"Arizona Geological Survey Open File Report, OFR-93-1a, 29 p.",
,https://repository.arizona.edu/handle/10150/630988,"Historical Channel Changes along the Lower San Pedro River, Southeastern Arizona","Wood, M.L.",1997,"Arizona Geological Survey Open File Report, OFR-97-21",24000
,https://repository.arizona.edu/handle/10150/630989,Historical Geomorphology and Hydrology of the Santa Cruz River,"Wood, M.L., House, P.K., and Pearthree, P.A.",1999,"Arizona Geological Survey Open File Report, OFR-99-13",100000
,https://repository.arizona.edu/handle/10150/630990,Hydrogeology of the Basins Encompassing the Maricopa Superconducting Super Collider Site,"Brooks, J.S.",1988,"Arizona Geological Survey Open File Report, OFR-88-06, variable",
,https://repository.arizona.edu/handle/10150/630991,Index to Geologic Maps in the Mesa 1° x 2° Quadrangle,"Skotnicki, S.J..",1993,"Arizona Geological Survey Open File Report, OFR-93-19",250000
,https://repository.arizona.edu/handle/10150/630992,Map of Basin and Range (Post-15 m,"Scarborough, R.B., Menges, C.M. and Pearthree, P.A.",1983,"y.a.) Exposed Faults, Grabens, and Basalt-Dominated Volcanism in Arizona. Arizona Geological Survey Open file Report, OFR-83-21",500000
,https://repository.arizona.edu/handle/10150/630993,"Map showing the orientation of layering and faults in the San Carlos-Safford- Duncan Nonpoint-Source Management Zone, east-central Arizona","Richard, S.M.",1998,"Arizona Geological Survey Open File Report, OFR-98-08",250000
,https://repository.arizona.edu/handle/10150/630994,"Mapping of Holocene River Alluvium along the San Pedro River, Aravaipa Creek, and Babocomari River, Southeastern Arizona: Arizona Geological Survey Digital Map - River Alluvium Map 01 (DM-RM-01), ","Cook, J.P., Youberg, A., Pearthree, P.A., Onken, J.A., MacFarland, B.J., Haddad, D.E., Bigio, E.R. and Kowler, A.L.",2009,,24000
,https://repository.arizona.edu/handle/10150/630996,"Oil, Gas and Helium in Arizona: Its Occurrence and Potential",Arizona Development Board,1961,,
,https://repository.arizona.edu/handle/10150/630997,"Pegmatite deposits of the White Picacho District, Maricopa and Yavapai Counties, Arizona","Jahns, R.H.",1952,"University of Arizona Bulletin, Arizona Bureau of Mines, Bulletin 162, 105 p.",
,https://repository.arizona.edu/handle/10150/630998,"Preliminary Geologic Maps of the Eastern Big Horn and Belmont Mountains, West-Central Arizona","Capps, R.C., Reynolds, S.J., Kortemeier, C.P., Stimac, J.A., Scott, E.A. and Allen, G.B.",1985,"Arizona Geological Survey Open File Report, OFR-85-14",24000
,https://repository.arizona.edu/handle/10150/630999,Preliminary Map of Selected Mass-Movement Events in Arizona,"Realmuto, V.J.",1985,"Arizona Geological Survey Open File Report, OFR-85-16",500000
,https://repository.arizona.edu/handle/10150/631000,"Proven, potential and inferred geothermal resources of Arizona and their heat contents","Witcher, J.C.",1979,"Arizona Geological Survey Open File Report, OFR-79-05",500000
,https://repository.arizona.edu/handle/10150/631001,"Reconnaissance Assessment of Quaternary Faulting in the Gila River Region From San Carlos Reservoir to Coolidge, Arizona","Scarborough, R.B., Pearthree, P.A.",1988,"Arizona Geological Survey Open file Report, OFR-88-15,  variable",
,https://repository.arizona.edu/handle/10150/631002,"Report on the General Geological History of the Mesa NTMS Quadrangle with Accompanying 1:250,000 Compilation Maps of Geology and Metallic Mineral Occurrences","Scarborough, R.B.",1979,"Arizona Geological Survey Open File Report, OFR-79-03",250000
,https://repository.arizona.edu/handle/10150/662685,"Stratigraphy, Lithology, and Depositional Environments of the Lower Permian Kaibab Formation, Northwestern Arizona","Clark, R.A.",2021,"Arizona Geological Survey Contributed Report CR-21-E, 87 p.",
,https://repository.arizona.edu/handle/10150/663265,Geologic map of the Eden and eastern half of the Telegraph Wash 7,"Gootee, B. F., and Cook, J. P.",2022,"5' quadrangles, Graham County, Arizona: Arizona Geological Survey Digital Geological Map DGM-149, scale 1:24,000, 2 sheets.",24000
,https://repository.arizona.edu/handle/10150/663266,Geologic map of the Cerbat 7,"Richardson, C. A., and Pearthree, P. A.",2022,"5' quadrangle, Mohave County, Arizona: Arizona Geological Survey Digital Geological Map DGM-151, scale 1:24,000, 20 p. text",24000
,https://repository.arizona.edu/handle/10150/663267,Geologic map of the Stockton 7,"Johnson, B. J., Pearthree, P. A., Richardson, C. A., and Ferguson, C. A.",2022,"5' quadrangle, Mohave County, Arizona: Arizona Geological Survey Digital Geological Map DGM-152, scale 1:24,000, 2 sheets, and text",24000
,https://repository.arizona.edu/handle/10150/663268,,,,,
,https://repository.arizona.edu/handle/10150/665381,"Geologic map of the Geologic Map of the Little Horn Mountains 30' X 60' Quadrangle, West-Central Arizona: Arizona Geological Survey Digital Geological Map DGM-153, scale 1:100,000, and 14 p","Spencer, J.E., Pearthree, P.A., Demsey, K.A., Thompson, L.A., Snellen, H.L., Korroch, K.M., Theime, J.P., and Richard, S.M.",2022,text.,100000
,https://repository.arizona.edu/handle/10150/666699,"2022 Arizona Major Mines, Development Projects, Past Producers, and Defined Deposits: Arizona Geological Survey Digital Map – Mineral Resources No","Richardson, C. A.",2022,"1 (DM-MR-1), scale 1:1,000,000.",1000000
,https://repository.arizona.edu/handle/10150/667027,"Mineral Resources of Pinal County, Arizona: Arizona Geological Survey Open-File Report 22-04, 148 p","Garcia, V. H., and Richardson, C. A.",2022,and 1 plate.,
,https://repository.arizona.edu/handle/10150/667304,"The AZGS GeoMapMaker toolbar: An ArcGIS Pro toolbar for efficiently developing GeMS-compliant geologic maps: Arizona Geological Survey Open-File Report 22-05, 20 p","Camp, M. T., Richardson, C. A., and Zaffos, A. A.",2022,,
,https://repository.arizona.edu/handle/10150/667305,"Directory of Active Mines in Arizona: FY 2022: Arizona Geological Survey Open-File Report 22-06, 4 p","Garcia, V. H., Swartzbaugh, L., Evans, T., and Richardson, C. A.",2022,"text, 1 table, 1 plate, and 1 web link.",
,https://repository.arizona.edu/handle/10150/667366,"Working towards a safer more resilient Arizona II: Pilot Study Assessing Unreinforced Masonry Buildings in Tucson, Arizona","Conway, F.M. and Ben-Horin, J.Y.",2022,"Arizona Geological Survey Open-File Report, OFR-22-04, 11 p.",
,https://repository.arizona.edu/handle/10150/676938,"Drill core data for the Red Mountain porphyry Cu-Mo system, Harshaw mining district, Patagonia Mountains, Santa Cruz County, Arizona: Arizona Geological Survey Open-File Report 25-04, 10 p","Mako, C. A., Holman, B. I., Fairbanks, K. J., Foley, A. P., and Richardson, C. A.",2025,"text, 6 tables, 1 plate, and 1 web link.",
,https://repository.arizona.edu/handle/10150/676958,,"Thorkelson, D.J., Carter, M.R., Johnson, B.J. and Donald, R.L.",2025,"Proterozoic greenstone associated with the Pinal Schist in the Little Dragoon Mountains, southeastern Arizona: Episodic mafic magmatism and tectonism in the Mazatzal Province of southwestern Laurentia. Arizona Geological Survey, Open File Report OFR-25-3, 52 p.",
,https://repository.arizona.edu/handle/10150/677764,,"Youberg, A., Loverich, J. Adamaitis, C., and Scragg, M.",2025,"Yavapai County Pre-Wildfire Assessment of Potential Post-Fire Flows, A FEMA PDM Advanced Assistance Program Study. Arizona Geological Survey, Open File Report OFR-25-6, 35 p.",
,https://repository.arizona.edu/handle/10150/678670,"FY2023 Inventory of mine waste features in northwestern Arizona: Arizona Geological Survey Open-File Report OFR-25-9, 8 p","Silva, M.E., Carey, N.J., and Richardson, C.A.",2025,"text, 3 figures, and GIS files",
,https://repository.arizona.edu/handle/10150/678592,"Surficial Geology of the Lower Agua Fria River, Lake Pleasant to Sun City, Maricopa County, Arizona: Baldy Mountain Quadrangle v","Huckleberry, G.",2024,"2.0, DGM-276",
,https://repository.arizona.edu/handle/10150/667910,"Facies Reconnaissance of the upper Miocene Big Sandy Formation near Wikieup, Mohave County, Arizona","Dickinson, W. R.",2008,,
,https://repository.arizona.edu/handle/10150/667909,Geologic Map of Catalina Core Complex and San Pedro Trough,"Dickinson, W. R.",1987,,
,https://repository.arizona.edu/handle/10150/667899,"Geologic map of the Wikieup and northern half of the Greenwood Peak 7 ½' Quadrangles, Mohave County, Arizona: Arizona Geological Survey Digital Geologic Map 189, scale 1:24,000, and 14 p","Ferguson, C.A., Gootee, B.F., Richardson, C.A., and Thompson, L.A.",2023,text.,24000
,https://repository.arizona.edu/handle/10150/667896,Reaching Beyond the Choir: Using an integrated social media-web platform to share the research products of a state science agency,Conway F.M.,2020,"Arizona Geological Survey Open-File Report-20-01, 18 pages.",
,https://repository.arizona.edu/handle/10150/667895,Cordilleran Metamorphic Core Complexes and their Uranium Favorability - Final Report & Appendices,"Reynolds, S. J.",2020,,
,https://repository.arizona.edu/handle/10150/667796,"Yavapai County, Arizona: Earthquake Country Flyer","Conway, F.M.",2020,,
,https://repository.arizona.edu/handle/10150/667795,"Yuma County, Arizona: Earthquake Country Flyer","Conway, F.M.",2020,,
,https://repository.arizona.edu/handle/10150/667794,"Coconino County, Arizona: Earthquake Country Flyer","Conway, F.M.",2020,,
,https://repository.arizona.edu/handle/10150/667793,Putting Geoscience to Work for Arizona,"Conway, F.M.",2020,,
,https://repository.arizona.edu/handle/10150/667728,Does Arizona need to prepare for earthquakes?,"Conway, F.M",2020,,
,https://repository.arizona.edu/handle/10150/667726,Index of US Bureau of Mines Publications 1910-1996,"Wakefield, K.",2020,"Arizona Geological Survey Contributed Report CR-20-D, 1 page, excel spreadsheet, 4 sheets.",
,https://repository.arizona.edu/handle/10150/667725,"Plio-Quaternary Faulting and Seismic Hazard in the Flagstaff Area, Northern Arizona","Pearthree, P.A., Vincent, K.R., Brazier, R., Hendricks, D.M.",1996,,
,https://repository.arizona.edu/handle/10150/667724,"Geologic Map of the Pajarito Mountains, Santa Cruz County, Arizona","Riggs, N.",1985,,
,https://repository.arizona.edu/handle/10150/667594,"The Mogollon Rim, Arizona: Geology, Vegetation, Wildlife","Bezy, J.V.",2017,"Saddlebrooke, Arizona: John V. Bezy Inc., 93 p.",
,https://repository.arizona.edu/handle/10150/667593,Index Map for Geologic Cross-Sections of Arizona,"Moore, R.T., Wilson, E. D.",1962,,
,https://repository.arizona.edu/handle/10150/667592,Detailed Geologic and Geomorphic Mapping and Characterization of the Lake Mary Fault Zone,"Ben-Horin, J.Y., Pearthree, P.A. Holm, R.F. and Heizler, M.",2021,"Arizona Geological Survey Open-File Report OFR-21-02, 16 p.",
,https://repository.arizona.edu/handle/10150/667591,"Landslide mapping along the Interstate-17 corridor from Anthem to Flagstaff, AZ","Cook, J.P. and Gootee, B.F.",2021,"Arizona Geological Survey Special Paper 12, 38 p.",
,https://repository.arizona.edu/handle/10150/634886,,,,,
,https://repository.arizona.edu/handle/10150/634885,Geologic Map of Clarkdale 7,"House, Kyle P., Pearthree, Philip A., Cook, Joseph P.",2019,"5' Quadrangle, Yavapai County, Arizona. Arizona Geological Survey Digital Geologic Maps, DGM-138",24000
,https://repository.arizona.edu/handle/10150/634884,Geologic Map of Page Springs 7,"House, Kyle P., Pearthree, Philip A., Cook, Joseph P.",2019,"5' Quadrangle, Yavapai County, Arizona. Arizona Geological Survey Digital Geologic Maps, DGM-139",24000
,https://repository.arizona.edu/handle/10150/634792,"Locations of Mapped Earth Fissure Traces in Arizona, v",Arizona Geological Survey,2019,"06.01.2019. Arizona Geological Survey Digital Information (DI-39 v. 06.01.19), shapefile and Google Earth KMZ file.",
,https://repository.arizona.edu/handle/10150/634061,Geological Map of the Galleta Flat East 7,"Youberg, A., Spencer, J.E., Richard, S.M., and Cook, J.P.",2019,"5' Quadrangle, Cochise County, Arizona: Arizona Geological Survey Digital Geologic Map DGM-56, version 3.0",24000
,https://repository.arizona.edu/handle/10150/632924,"Geology of Flagstaff and Geologic History of Rio de Flag, Northern Arizona with Trail Guides to Geology along Rio de Flag","Holm, R.F.",2019,"Arizona Geological Survey Down-To-Earth #23, 70 pages.",
,https://repository.arizona.edu/handle/10150/631990,"Preliminary evaluation of mineral resources of the proposed Santa Cruz Valley National Heritage Area, Arizona","Pearthree, P.A. and Conway, F.M.",2019,"Arizona Geological Survey Open-File Report OFR-18-03, 7 p.",
,https://repository.arizona.edu/handle/10150/631796,"Structure and Kinematics of the Plomosa Pass Area, Northern PIomosa Mountains, Arizona","Steinke, T.R.",2012,"Arizona Geological Survey Contributed Map (CM) 12-E, five map plates, 154 p.",
,https://repository.arizona.edu/handle/10150/631780,"Geologic map of the Plomosa Pass area, northern Plomosa Mountains, La Paz County, Arizona","Stoneman, D.A.",1985,"Arizona Geological Survey Miscellaneous Map (MM) 85-B, one map plate.",
,https://repository.arizona.edu/handle/10150/631779,Geologic Timeline of the Grand Canyon,"Gootee, B.F.",2019,"Arizona Geological Survey Open-File Report OFR-19-02, with Supplemental resource document for Geologic Timeline of the Grand Canyon 2 p.",
,https://repository.arizona.edu/handle/10150/631778,"Geologic map and structure section of the northern Dome Rock Mountains, La Paz County, Arizona","Yeat, K.J.",1985,"Arizona Geological Survey Miscellaneous Map (MM) 85-C, 1 map plate",
,https://repository.arizona.edu/handle/10150/631592,"Revised depth-to-bedrock and depth-to-base of Gila River deposits along the southern Higley and northern Picacho Basin boundary, Pinal County, Arizona","Gootee, B.F.",2019,"Arizona Geological Survey Open-File Report OFR-19-01, 18 p.",
,https://repository.arizona.edu/handle/10150/631571,"Geologic Map of the North Trigo Peaks 7 ½ ' Quadrangle, La Paz County, Arizona","Ferguson, C.A., Pearthree, P.A., Gootee, B.F., Johnson, B.J. and Spencer, J.E.",2018,"Arizona Geological Survey Digital Geologic Map (DGM) 123, two map plates, scale 1:24,000.",24000
,https://repository.arizona.edu/handle/10150/631570,"Geologic map of the Fort Thomas area, Graham County, Arizona","Youberg, A. and Cook, J.P.",2018,"Arizona Geological Survey, Digital Geologic Map (DGM)-126",24000
,https://repository.arizona.edu/handle/10150/631524,"Geologic map of the Dragoon 7 ½ ' Quadrangle, Cochise County, Arizona","Johnson, B.J., Cook, J.P. and Ferguson, C.A.",2018,Arizona Geological Survey Digital Geologic Map (DGM) 125,24000
,https://repository.arizona.edu/handle/10150/631228,"Geology, McDowell Mountains area, Maricopa County, Arizona, in Christenson, G","Christenson, G.E., Welsch, D.G., and Pewe, T.L.",1978,"E., Welsch, D.G., and Pewe, T.L., Environmental geology of the McDowell Mountains area, Maricopa County, Arizona: Arizona Bureau of Geology and Mineral Technology Geologic Investigation Series Map GI-1-A, 2 sheets, 1:24,000",24000
,https://repository.arizona.edu/handle/10150/631227,"Evidence of a lacustrine origin for laminated marl of the Pliocene Bouse Formation, Milpitas Wash, Blythe Basin, lower Colorado River valley","Spencer, J.E., Constenius, K. and Bright, J.",2018,"Arizona Geological Survey Contributed Report, CR-18-K, 33 p.",
,https://repository.arizona.edu/handle/10150/631083,Geologic Map of the Wagner Wash Well 7,"Ferguson, C.A., Spencer, J.E., Pearthree, P.A., Youberg, A., and Field, J.J.",2018,"5' Quadrangle, Maricopa County, Arizona: Arizona Geological Survey Digital Geologic Map DGM-38, version 2.0",24000
,https://repository.arizona.edu/handle/10150/631082,Geologic Map of the Star Well 7,"Youberg, A., Spencer, J.E., and Ferguson, C.A.",2004,"5' Quadrangle, Maricopa County, Arizona: Arizona Geological Survey Digital Geologic Map DGM-42, version 2.0",24000
,https://repository.arizona.edu/handle/10150/631081,Geologic map of the Yuma Southeast 7,"Pearthree, P.A.",2018,"5’ Quadrangle, Yuma County, Arizona: Arizona Geological Survey Digital Geologic Map DGM-87, version 2.0",24000
,https://repository.arizona.edu/handle/10150/630944,Geologic Map of the Oro Valley 7,"Spencer, J.E., and Pearthree, P.A.",2019,"5' Quadrangle and the Pusch Peak area, Northeastern Pima County, Arizona: Arizona Geological Survey Digital Geologic Map DGM-21, version 3.0",24000
,https://repository.arizona.edu/handle/10150/630943,"Geologic Map of the Northeastern Vulture Mountains and Vicinity, Central Arizona","Grubensky, M.J., Stimac, J.A., Reynolds, S.J. and Richard, S.M.",1987,"Arizona Geological Survey Open File Report, OFR-87-10",24000
,https://repository.arizona.edu/handle/10150/630942,"Geologic Map of the Northeastern Hieroglyphic Mountains, Central Arizona","Capps, R.C., Reynolds, S.J., Kortemeier, C.P. and Scott, E.A.",1986,"Arizona Geological Survey Open File Report, OFR-86-10",24000
,https://repository.arizona.edu/handle/10150/630941,Geologic Map of the North of Oracle 7,"Orr, T.R., Shipman, T.C., and Spencer, J.E.",2004,"5' Quadrangle, Southeastern Pinal County, Arizona: Arizona Geological Survey Digital Geologic Map DGM-23, version 1.0",24000
,https://repository.arizona.edu/handle/10150/630940,"Geologic Map of the North Butte Area, Central Arizona","Richard, S.M. and Spencer, J.E.",1997,"Arizona Geological Survey Open File Report, OFR-97-04",24000
,https://repository.arizona.edu/handle/10150/630939,Geologic Map of the New River SE 7,"Leighty, R.S. and Holloway, S.D.",1998,"5' Quadrangle, Maricopa County, Arizona. Arizona Geological Survey Open File Report, OFR-98-21",24000
,https://repository.arizona.edu/handle/10150/630937,"Geologic Map of the Mine Mountain Quadrangle, Maricopa and Gila Counties, Arizona","Skotnicki, S.J., and Leighty, R.S.",1997,"Arizona Geological Survey Open File Report, OFR-97-11",24000
,https://repository.arizona.edu/handle/10150/630936,Geologic Map of the McGrew Spring 7,"Shipman, T.C., and Ferguson, C.A.",2020,"5' Quadrangle, Cochise County, Arizona: Arizona Geological Survey Digital Geologic Map DGM-35, version 2.0",24000
,https://repository.arizona.edu/handle/10150/630935,Geologic Map of the Maverick Mountain 7,"Skotnicki, S.J. and Leighty, R.S.",1998,"5' Quadrangle, Maricopa County, Arizona. Arizona Geological Survey Open File Report, OFR-98-14",24000
,https://repository.arizona.edu/handle/10150/630934,"Geologic Map of the Little Horn Mountains 30' x 60' Quadrangle, Southwestern Arizona, Scale 1:100,000","Spencer, J.E.",1995,"Arizona Geological Survey Open File Report, OFR-95-01",100000
,https://repository.arizona.edu/handle/10150/630933,"Geologic Map of the Jakes Corner Area and Geologic Cross-Section of Early Proterozoic Rocks of the Jakes Corner Area, Northern Sierra Anchas, Gila County, Arizona","Wessels, R.L. and Karlstrom, K.E.",1991,Arizona Geological Survey Contributed Map (CM) 91-I,10000
,https://repository.arizona.edu/handle/10150/630931,Geologic Map of the Huachuca City 7,"Pearthree, P.A., Cook, J.P., and Youberg, A.",2020,"5’ Quadrangle, Cochise County, Arizona: Arizona Geological Survey Digital Geologic Map DGM-36, version 4.0",24000
,https://repository.arizona.edu/handle/10150/630930,Geologic Map of the Grasshopper Junction 7,"Ferguson, C.A., Johnson, B.J., Pearthree, P.A., and Spencer, J.E.",2020,"5’ Quadrangle, Mohave County, Arizona: Arizona Geological Survey Digital Geologic Map DGM-70, version 2.0",24000
,https://repository.arizona.edu/handle/10150/630929,"Geologic Map of the Gerald Hills Area, Globe-Miami Area, Gila County, Arizona","Skotnicki, S.J.",1995,"Arizona Geological Survey Open File Report, OFR-95-14",12000
,https://repository.arizona.edu/handle/10150/630928,"Geologic Map of the Fountain Hills/Mount McDowell Area, Maricopa County, Arizona","Skotnicki, S.J.",1995,"Arizona Geological Survey Open File Report, OFR-95-16",24000
,https://repository.arizona.edu/handle/10150/630927,Geologic Map of the Fortuna 7,"Shipman, T.C., Richard, S.M., and Spencer, J.E.",2007,"5' Quadrangle, Yuma County, Arizona: Arizona Geological Survey Digital Geologic Map DGM-55, version 1.0",24000
,https://repository.arizona.edu/handle/10150/630926,Geologic Map of the Fortified Peak 7,"Orr, T.R., DeLong, S.B., Spencer, J.E., and Richard, S.M.",2004,"5' Quadrangle, Southeastern Pinal County, Arizona: Arizona Geological Survey Digital Geologic Map DGM-18, version 2.0",24000
,https://repository.arizona.edu/handle/10150/630925,"Geologic Map of the First Flat Mesa Area, First Flat Mesa, Na Ah Tee Canyon, and Hauke Mesa 7","Zelawski, M.",2010,"5’ Quadrangles, Hopi Buttes (Tsezhin Bii’), Navajo Nation, Arizona: Arizona Geological Survey Contributed Map CM-10-B",12000
,https://repository.arizona.edu/handle/10150/630924,Geologic Map of the Esperanza Mill 7,"Spencer, J.E., Ferguson, C.A., Richard, S.M., and Youberg, A.",2019,"5' Quadrangle, Pima County, Arizona: Arizona Geological Survey Digital Geologic Map DGM-33, version 2.0",24000
,https://repository.arizona.edu/handle/10150/630842,"Surficial geology of the Santan Mountains Piedmont Area, northern Pinal and eastern Maricopa County Area, Arizona","Huckleberry, G.",1994,"Arizona Geological Survey Open File Report, OFR-94-07",24000
,https://repository.arizona.edu/handle/10150/630841,"Surficial geology of the Apache Junction Area, northern Pinal and eastern Maricopa Counties, Arizona","Huckleberry, G.",1994,"Arizona Geological Survey Open File Report, OFR-94-10",24000
,https://repository.arizona.edu/handle/10150/630840,Surficial geology of the Wittmann and Hieroglyphic Mountains Southwest 7,"Huckleberry, G.",1994,"5' Quadrangles, northern Maricopa County, Arizona. Arizona Geological Survey Open File Report, OFR-94-21",24000
,https://repository.arizona.edu/handle/10150/630839,"Surficial geology of the Lower Agua Fria River, Lake Pleasant to Sun City, Maricopa County, Arizona","Huckleberry, G.",1995,"Arizona Geological Survey Open File Report, OFR-95-05",24000
,https://repository.arizona.edu/handle/10150/630838,"Seismic hazard posed by the Sugarloaf Fault, central Arizona","Pearthree, P.A., Vincent, K.R., Brazier, R., Fellows, L.D. and Davis, O.K.",1995,"Arizona Geological Survey Open File Report, OFR-95-07,  40 p.",
,https://repository.arizona.edu/handle/10150/630837,"Uranium distribution in sediments of the Lower San Pedro Valley, south-east Arizona, and implications for implications for indoor radon","Harris, R.C.",1996,"Arizona Geological Survey Open File Report, OFR-96-02",100000
,https://repository.arizona.edu/handle/10150/630836,"Geologic map of the Sacaton Mountains, Pinal County, Arizona","Skotnicki, S.J. and Ferguson, C.A.",1996,"Arizona Geological Survey Open File Report, OFR-96-10",24000
,https://repository.arizona.edu/handle/10150/630835,Distribution of uranium in rocks and radon levels in water in the San Carlos-Safford-Duncan Nonpoint-Source Management Zone,"Harris, R.C.",1996,"Arizona Geological Survey Open File Report, OFR-96-28",250000
,https://repository.arizona.edu/handle/10150/630834,"A CO2-Silica Geothermometer for Low Temperature Geothermal Resource Assessment, with Application to Resources in the Safford Basin, Arizona: Arizona Geological Survey Contributed Report CR-05-B, 160 p","Witcher, J.C. and Stone, C.",2005,and appendix.,
,https://repository.arizona.edu/handle/10150/630833,"Reconnaissance Assessment of the Geothermal Potential of San Bernardino Valley, Cochise County, Arizona: Arizona Geological Survey Contributed Report CR-05-A, 79 p","Stone, C., and Witcher, J.C.",2005,,
,https://repository.arizona.edu/handle/10150/630832,"Geologic map of the Cave Creek Quadrangle, Maricopa County, Arizona","Leighty, R.S., Skotnicki, S.J., and Pearthree, P.A.",1997,"Arizona Geological Survey Open File Report, OFR-97-01",24000
,https://repository.arizona.edu/handle/10150/630831,Distribution of evaporites and implications for water quality in the San Carlos-Safford-Duncan Nonpoint-Source Management Zone,"Harris, R.C.",1997,"Arizona Geological Survey Open File Report, OFR-97-03",500000
,https://repository.arizona.edu/handle/10150/630830,"Earth fissures in the Bowie-San Simon Area, Cochise County, Arizona","Harris, R.C.",1997,"Arizona Geological Survey Open File Report, OFR-97-19",24000
,https://repository.arizona.edu/handle/10150/630829,"Mineralized areas in the San Carlos-Safford-Duncan Non-Point-Source Management Zone, Arizona","Harris, R.C. and Richard, S.M.",1998,"Arizona Geological Survey Open File Report, OFR-98-03",500000
,https://repository.arizona.edu/handle/10150/630828,"AZMILS-MRDS records for mineralized sites in the San Carlos-Safford-Duncan Nonpoint-Source Management Zone, Arizona","Richard, S.M. and Harris, R.C.",1998,"Arizona Geological Survey Open File Report, OFR-98-04",500000
,https://repository.arizona.edu/handle/10150/630827,Geologic map of the Biscuit Flat 7,"Leighty, R.S. and Huckleberry, G",1998,"5' Quadrangle, Maricopa County, Arizona. Arizona Geological Survey Open File Report, OFR-98-19",24000
,https://repository.arizona.edu/handle/10150/630826,"The Geology of the Safford-San Carlos Area, Graham and Gila Counties, East-Central Arizona: Arizona Geological Survey Contributed Report CR-08-A, 59 p","Mock, A.P.",2008,with appendix and figures.,
,https://repository.arizona.edu/handle/10150/630825,Geologic map of the Union Hills 7,"Holloway, S.D. and Leighty, R.S.",1998,"5' Quadrangle, Maricopa County, Arizona. Arizona Geological Survey Open File Report, OFR-98-20",24000
