slug,name,website_url,archive_url,ref_title,ref_authors,ref_year
arizona_adgm_1599755626928_703,"Geologic Map of the Armenta Well 7.5' Quadrangle and part of the Gunsight 7.5' Quadrangle, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0",http://hdl.handle.net/10150/629203,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599755626928-703/ArmentaWell.gpkg,"Geologic Map of the Armenta Well 7.5' Quadrangle and part of the Gunsight 7.5' Quadrangle, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0","Young, J. J.; Pearthree, P.A.",2020
arizona_adgm_1599755626928_703,"Geologic Map of the Armenta Well 7.5' Quadrangle and part of the Gunsight 7.5' Quadrangle, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0",http://hdl.handle.net/10150/629203,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599755626928-703/simple.zip,"Geologic Map of the Armenta Well 7.5' Quadrangle and part of the Gunsight 7.5' Quadrangle, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0","Young, J. J.; Pearthree, P.A.",2020
arizona_adgm_1599755626928_703,"Geologic Map of the Armenta Well 7.5' Quadrangle and part of the Gunsight 7.5' Quadrangle, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0",http://hdl.handle.net/10150/629203,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599755626928-703/ncgmp09.zip,"Geologic Map of the Armenta Well 7.5' Quadrangle and part of the Gunsight 7.5' Quadrangle, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0","Young, J. J.; Pearthree, P.A.",2020
arizona_adgm_1599607659694_273,"Geologic Map of the Boundary Cone 7.5' Quadrangle, Mohave County, Arizona v. 2.0",http://hdl.handle.net/10150/630916,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599607659694-273/BoundaryCone.gpkg,"Geologic Map of the Boundary Cone 7.5' Quadrangle, Mohave County, Arizona v. 2.0","Richard, Stephen M.; Pearthree, Philip A.; Ferguson, Charles A.; Spencer, Jon E.",2020
arizona_adgm_1599607659694_273,"Geologic Map of the Boundary Cone 7.5' Quadrangle, Mohave County, Arizona v. 2.0",http://hdl.handle.net/10150/630916,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599607659694-273/simple.zip,"Geologic Map of the Boundary Cone 7.5' Quadrangle, Mohave County, Arizona v. 2.0","Richard, Stephen M.; Pearthree, Philip A.; Ferguson, Charles A.; Spencer, Jon E.",2020
arizona_adgm_1599607659694_273,"Geologic Map of the Boundary Cone 7.5' Quadrangle, Mohave County, Arizona v. 2.0",http://hdl.handle.net/10150/630916,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599607659694-273/ncgmp09.zip,"Geologic Map of the Boundary Cone 7.5' Quadrangle, Mohave County, Arizona v. 2.0","Richard, Stephen M.; Pearthree, Philip A.; Ferguson, Charles A.; Spencer, Jon E.",2020
arizona_adgm_1599606988158_149,"Geologic Map of the Buckeye NW 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0",http://hdl.handle.net/10150/630917,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599606988158-149/BuckeyeNW.gpkg,"Geologic Map of the Buckeye NW 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0","Field, John J.; Pearthree, Philip A.; Ferguson, Charles A.",2020
arizona_adgm_1599606988158_149,"Geologic Map of the Buckeye NW 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0",http://hdl.handle.net/10150/630917,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599606988158-149/simple.zip,"Geologic Map of the Buckeye NW 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0","Field, John J.; Pearthree, Philip A.; Ferguson, Charles A.",2020
arizona_adgm_1599606988158_149,"Geologic Map of the Buckeye NW 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0",http://hdl.handle.net/10150/630917,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599606988158-149/ncgmp09.zip,"Geologic Map of the Buckeye NW 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0","Field, John J.; Pearthree, Philip A.; Ferguson, Charles A.",2020
arizona_adgm_1599593370320_888,"Geologic Map of the Cocoraque Butte 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630861,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599593370320-888/Cocoraque-Butte.gpkg,"Geologic Map of the Cocoraque Butte 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Pearthree, P.A.; Skotnicki, S.J.",2020
arizona_adgm_1599593370320_888,"Geologic Map of the Cocoraque Butte 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630861,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599593370320-888/simple.zip,"Geologic Map of the Cocoraque Butte 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Pearthree, P.A.; Skotnicki, S.J.",2020
arizona_adgm_1599593370320_888,"Geologic Map of the Cocoraque Butte 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630861,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599593370320-888/ncgmp09.zip,"Geologic Map of the Cocoraque Butte 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Pearthree, P.A.; Skotnicki, S.J.",2020
arizona_adgm_1599607126440_307,"Geologic Map of the Daggs Tank 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0",http://hdl.handle.net/10150/630920,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599607126440-307/DaggsTank.gpkg,"Geologic Map of the Daggs Tank 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0","Pearthree, Philip A.; Youberg, Ann; Ferguson, Charles A.; Field, John J.; Spencer, Jon E.",2020
arizona_adgm_1599607126440_307,"Geologic Map of the Daggs Tank 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0",http://hdl.handle.net/10150/630920,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599607126440-307/simple.zip,"Geologic Map of the Daggs Tank 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0","Pearthree, Philip A.; Youberg, Ann; Ferguson, Charles A.; Field, John J.; Spencer, Jon E.",2020
arizona_adgm_1599607126440_307,"Geologic Map of the Daggs Tank 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0",http://hdl.handle.net/10150/630920,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599607126440-307/ncgmp09.zip,"Geologic Map of the Daggs Tank 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0","Pearthree, Philip A.; Youberg, Ann; Ferguson, Charles A.; Field, John J.; Spencer, Jon E.",2020
arizona_adgm_1599606233232_33,"Geologic Map of the Desert Peak 7.5' Quadrangle, Southeastern Pinal County, Arizona, v. 2.0",http://hdl.handle.net/10150/630921,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599606233232-33/Desert-Peak.gpkg,"Geologic Map of the Desert Peak 7.5' Quadrangle, Southeastern Pinal County, Arizona, v. 2.0","Youberg, Ann; Ferguson, Charles A.; Richard, Stephen M.; Johnson, Brad J.; Maher, David J.; Gilbert, Wyatt G.",2020
arizona_adgm_1599606233232_33,"Geologic Map of the Desert Peak 7.5' Quadrangle, Southeastern Pinal County, Arizona, v. 2.0",http://hdl.handle.net/10150/630921,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599606233232-33/simple.zip,"Geologic Map of the Desert Peak 7.5' Quadrangle, Southeastern Pinal County, Arizona, v. 2.0","Youberg, Ann; Ferguson, Charles A.; Richard, Stephen M.; Johnson, Brad J.; Maher, David J.; Gilbert, Wyatt G.",2020
arizona_adgm_1599606233232_33,"Geologic Map of the Desert Peak 7.5' Quadrangle, Southeastern Pinal County, Arizona, v. 2.0",http://hdl.handle.net/10150/630921,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599606233232-33/ncgmp09.zip,"Geologic Map of the Desert Peak 7.5' Quadrangle, Southeastern Pinal County, Arizona, v. 2.0","Youberg, Ann; Ferguson, Charles A.; Richard, Stephen M.; Johnson, Brad J.; Maher, David J.; Gilbert, Wyatt G.",2020
arizona_adgm_1599607494800_177,"Geologic Map of the Flatiron Mountain 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0",http://hdl.handle.net/10150/629595,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599607494800-177/FlatironMountain.gpkg,"Geologic Map of the Flatiron Mountain 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0",Jon Spencer; Ann Youberg; Charles Ferguson,2020
arizona_adgm_1599607494800_177,"Geologic Map of the Flatiron Mountain 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0",http://hdl.handle.net/10150/629595,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599607494800-177/simple.zip,"Geologic Map of the Flatiron Mountain 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0",Jon Spencer; Ann Youberg; Charles Ferguson,2020
arizona_adgm_1599607494800_177,"Geologic Map of the Flatiron Mountain 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0",http://hdl.handle.net/10150/629595,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599607494800-177/ncgmp09.zip,"Geologic Map of the Flatiron Mountain 7.5' Quadrangle, Maricopa County, Arizona, v. 2.0",Jon Spencer; Ann Youberg; Charles Ferguson,2020
arizona_adgm_1599684561421_27,"Geologic Map of the Grasshopper Junction 7.5' Quadrangle, Mohave County, Arizona, v. 2.0",http://hdl.handle.net/10150/630930,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599684561421-27/GrasshopperJunction.gpkg,"Geologic Map of the Grasshopper Junction 7.5' Quadrangle, Mohave County, Arizona, v. 2.0","Ferguson, Charles A.; Johnson, Bradford J.; Pearthree, Philip A.; Spencer, Jon E.",2020
arizona_adgm_1599684561421_27,"Geologic Map of the Grasshopper Junction 7.5' Quadrangle, Mohave County, Arizona, v. 2.0",http://hdl.handle.net/10150/630930,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599684561421-27/simple.zip,"Geologic Map of the Grasshopper Junction 7.5' Quadrangle, Mohave County, Arizona, v. 2.0","Ferguson, Charles A.; Johnson, Bradford J.; Pearthree, Philip A.; Spencer, Jon E.",2020
arizona_adgm_1599684561421_27,"Geologic Map of the Grasshopper Junction 7.5' Quadrangle, Mohave County, Arizona, v. 2.0",http://hdl.handle.net/10150/630930,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599684561421-27/ncgmp09.zip,"Geologic Map of the Grasshopper Junction 7.5' Quadrangle, Mohave County, Arizona, v. 2.0","Ferguson, Charles A.; Johnson, Bradford J.; Pearthree, Philip A.; Spencer, Jon E.",2020
arizona_adgm_1599606626529_637,"Geologic Map of the Huachuca City 7.5' Quadrangle, Cochise County, Arizona, v. 4.0",http://hdl.handle.net/10150/630931,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599606626529-637/HuachucaCity.gpkg,"Geologic Map of the Huachuca City 7.5' Quadrangle, Cochise County, Arizona, v. 4.0",Philip A. Pearthree; Joseph P. Cook; Ann Youberg,2020
arizona_adgm_1599606626529_637,"Geologic Map of the Huachuca City 7.5' Quadrangle, Cochise County, Arizona, v. 4.0",http://hdl.handle.net/10150/630931,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599606626529-637/simple.zip,"Geologic Map of the Huachuca City 7.5' Quadrangle, Cochise County, Arizona, v. 4.0",Philip A. Pearthree; Joseph P. Cook; Ann Youberg,2020
arizona_adgm_1599606626529_637,"Geologic Map of the Huachuca City 7.5' Quadrangle, Cochise County, Arizona, v. 4.0",http://hdl.handle.net/10150/630931,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599606626529-637/ncgmp09.zip,"Geologic Map of the Huachuca City 7.5' Quadrangle, Cochise County, Arizona, v. 4.0",Philip A. Pearthree; Joseph P. Cook; Ann Youberg,2020
arizona_adgm_1599606435833_581,"Geologic Map of the McGrew Spring 7.5' Quadrangle, Cochise County, Arizona, v. 2.0",http://hdl.handle.net/10150/630936,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599606435833-581/McGrewSpring.gpkg,"Geologic Map of the McGrew Spring 7.5' Quadrangle, Cochise County, Arizona, v. 2.0","Shipman, Todd C.; Ferguson, Charles A.",2020
arizona_adgm_1599606435833_581,"Geologic Map of the McGrew Spring 7.5' Quadrangle, Cochise County, Arizona, v. 2.0",http://hdl.handle.net/10150/630936,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599606435833-581/simple.zip,"Geologic Map of the McGrew Spring 7.5' Quadrangle, Cochise County, Arizona, v. 2.0","Shipman, Todd C.; Ferguson, Charles A.",2020
arizona_adgm_1599606435833_581,"Geologic Map of the McGrew Spring 7.5' Quadrangle, Cochise County, Arizona, v. 2.0",http://hdl.handle.net/10150/630936,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599606435833-581/ncgmp09.zip,"Geologic Map of the McGrew Spring 7.5' Quadrangle, Cochise County, Arizona, v. 2.0","Shipman, Todd C.; Ferguson, Charles A.",2020
arizona_adgm_1599604628262_578,"Geologic Map of The Narrows 7.5' Quadrangle and the Southern Part of the Rincon Peak 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630866,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599604628262-578/Narrows_RinconPeak.gpkg,"Geologic Map of The Narrows 7.5' Quadrangle and the Southern Part of the Rincon Peak 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0","Spencer, J.E.; Ferguson, C.A.; Richard, S.M.; Orr, R.T.; Pearthree, P.A.; Gilbert, W.G.; Krantz, W.R.",2020
arizona_adgm_1599604628262_578,"Geologic Map of The Narrows 7.5' Quadrangle and the Southern Part of the Rincon Peak 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630866,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599604628262-578/simple.zip,"Geologic Map of The Narrows 7.5' Quadrangle and the Southern Part of the Rincon Peak 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0","Spencer, J.E.; Ferguson, C.A.; Richard, S.M.; Orr, R.T.; Pearthree, P.A.; Gilbert, W.G.; Krantz, W.R.",2020
arizona_adgm_1599604628262_578,"Geologic Map of The Narrows 7.5' Quadrangle and the Southern Part of the Rincon Peak 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630866,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599604628262-578/ncgmp09.zip,"Geologic Map of The Narrows 7.5' Quadrangle and the Southern Part of the Rincon Peak 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0","Spencer, J.E.; Ferguson, C.A.; Richard, S.M.; Orr, R.T.; Pearthree, P.A.; Gilbert, W.G.; Krantz, W.R.",2020
arizona_adgm_1599607322039_942,"Geologic Map of the Rincon Valley Area, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630948,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599607322039-942/RinconValleyArea.gpkg,"Geologic Map of the Rincon Valley Area, Pima County, Arizona, v. 2.0","Richard, Stephen, M.; Spencer, Jon, E.; Youberg, Ann; Ferguson, Charles, A.",2020
arizona_adgm_1599607322039_942,"Geologic Map of the Rincon Valley Area, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630948,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599607322039-942/simple.zip,"Geologic Map of the Rincon Valley Area, Pima County, Arizona, v. 2.0","Richard, Stephen, M.; Spencer, Jon, E.; Youberg, Ann; Ferguson, Charles, A.",2020
arizona_adgm_1599607322039_942,"Geologic Map of the Rincon Valley Area, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630948,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599607322039-942/ncgmp09.zip,"Geologic Map of the Rincon Valley Area, Pima County, Arizona, v. 2.0","Richard, Stephen, M.; Spencer, Jon, E.; Youberg, Ann; Ferguson, Charles, A.",2020
arizona_adgm_1604344916957_200,"Geologic map of the San Jose area, Graham County, Arizona",http://hdl.handle.net/10150/648087,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1604344916957-200/SanJose.zip,"Geologic map of the San Jose area, Graham County, Arizona",Joseph P. Cook; Brian F. Gootee,2020
arizona_adgm_1604344916957_200,"Geologic map of the San Jose area, Graham County, Arizona",http://hdl.handle.net/10150/648087,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1604344916957-200/simple.zip,"Geologic map of the San Jose area, Graham County, Arizona",Joseph P. Cook; Brian F. Gootee,2020
arizona_adgm_1604344916957_200,"Geologic map of the San Jose area, Graham County, Arizona",http://hdl.handle.net/10150/648087,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1604344916957-200/ncgmp09.zip,"Geologic map of the San Jose area, Graham County, Arizona",Joseph P. Cook; Brian F. Gootee,2020
arizona_adgm_1586451169169_735,"Geologic map of the Secret Pass 7.5 ’ Quadrangle, Mohave County, Arizona",http://hdl.handle.net/10150/640950,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1586451169169-735/SecretPass.zip,"Geologic map of the Secret Pass 7.5 ’ Quadrangle, Mohave County, Arizona",Charles A. Ferguson; Brad J. Johnson; Philip A. Pearthree,2020
arizona_adgm_1586451169169_735,"Geologic map of the Secret Pass 7.5 ’ Quadrangle, Mohave County, Arizona",http://hdl.handle.net/10150/640950,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1586451169169-735/simple.zip,"Geologic map of the Secret Pass 7.5 ’ Quadrangle, Mohave County, Arizona",Charles A. Ferguson; Brad J. Johnson; Philip A. Pearthree,2020
arizona_adgm_1586451169169_735,"Geologic map of the Secret Pass 7.5 ’ Quadrangle, Mohave County, Arizona",http://hdl.handle.net/10150/640950,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1586451169169-735/SecretPass.gdb.zip,"Geologic map of the Secret Pass 7.5 ’ Quadrangle, Mohave County, Arizona",Charles A. Ferguson; Brad J. Johnson; Philip A. Pearthree,2020
arizona_adgm_1586455004830_720,"Geologic Map of the Southern Part of the Union Pass 7.5’ Quadrangle, Mohave County, Arizona",http://hdl.handle.net/10150/640951,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1586455004830-720/UnionPass.zip,"Geologic Map of the Southern Part of the Union Pass 7.5’ Quadrangle, Mohave County, Arizona",Charles A. Ferguson; Brad J. Johnson; Philip A. Pearthree,2020
arizona_adgm_1586455004830_720,"Geologic Map of the Southern Part of the Union Pass 7.5’ Quadrangle, Mohave County, Arizona",http://hdl.handle.net/10150/640951,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1586455004830-720/simple.zip,"Geologic Map of the Southern Part of the Union Pass 7.5’ Quadrangle, Mohave County, Arizona",Charles A. Ferguson; Brad J. Johnson; Philip A. Pearthree,2020
arizona_adgm_1586455004830_720,"Geologic Map of the Southern Part of the Union Pass 7.5’ Quadrangle, Mohave County, Arizona",http://hdl.handle.net/10150/640951,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1586455004830-720/UnionPass.gdb.zip,"Geologic Map of the Southern Part of the Union Pass 7.5’ Quadrangle, Mohave County, Arizona",Charles A. Ferguson; Brad J. Johnson; Philip A. Pearthree,2020
arizona_adgm_1599605835677_468,"Geologic Map of the Southern Part of the Vail 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630870,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599605835677-468/Vail_South.gpkg,"Geologic Map of the Southern Part of the Vail 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0","Richard, S.M.; Spencer, J.E.; Ferguson, C.A.; Youberg, A.",2020
arizona_adgm_1599605835677_468,"Geologic Map of the Southern Part of the Vail 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630870,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599605835677-468/simple.zip,"Geologic Map of the Southern Part of the Vail 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0","Richard, S.M.; Spencer, J.E.; Ferguson, C.A.; Youberg, A.",2020
arizona_adgm_1599605835677_468,"Geologic Map of the Southern Part of the Vail 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630870,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599605835677-468/ncgmp09.zip,"Geologic Map of the Southern Part of the Vail 7.5' Quadrangle, Eastern Pima County, Arizona, v. 2.0","Richard, S.M.; Spencer, J.E.; Ferguson, C.A.; Youberg, A.",2020
arizona_adgm_1599756288237_546,"Geologic Map of the Tillotson Peak 7.5' Quadrangle and part of the Mount Ajo 7.5' Quadrangle, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0",http://hdl.handle.net/10150/630660,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599756288237-546/TillotsonPeak.gpkg,"Geologic Map of the Tillotson Peak 7.5' Quadrangle and part of the Mount Ajo 7.5' Quadrangle, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0","Pearthree, P.A.; Youberg, A.; Young, J.J.",2020
arizona_adgm_1599756288237_546,"Geologic Map of the Tillotson Peak 7.5' Quadrangle and part of the Mount Ajo 7.5' Quadrangle, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0",http://hdl.handle.net/10150/630660,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599756288237-546/simple.zip,"Geologic Map of the Tillotson Peak 7.5' Quadrangle and part of the Mount Ajo 7.5' Quadrangle, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0","Pearthree, P.A.; Youberg, A.; Young, J.J.",2020
arizona_adgm_1599756288237_546,"Geologic Map of the Tillotson Peak 7.5' Quadrangle and part of the Mount Ajo 7.5' Quadrangle, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0",http://hdl.handle.net/10150/630660,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599756288237-546/ncgmp09.zip,"Geologic Map of the Tillotson Peak 7.5' Quadrangle and part of the Mount Ajo 7.5' Quadrangle, Organ Pipe Cactus National Monument, Pima County, Arizona v 2.0","Pearthree, P.A.; Youberg, A.; Young, J.J.",2020
arizona_adgm_1599584073241_109,"Geologic Map of the West of Avra 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630966,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599584073241-109/KML.zip,"Geologic Map of the West of Avra 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Pearthree, P.A.; Youberg, Ann; Skotnicki, S.J.",2020
arizona_adgm_1599584073241_109,"Geologic Map of the West of Avra 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630966,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599584073241-109/simple.zip,"Geologic Map of the West of Avra 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Pearthree, P.A.; Youberg, Ann; Skotnicki, S.J.",2020
arizona_adgm_1599584073241_109,"Geologic Map of the West of Avra 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630966,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599584073241-109/westofavra.gpkg,"Geologic Map of the West of Avra 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Pearthree, P.A.; Youberg, Ann; Skotnicki, S.J.",2020
arizona_adgm_1599584073241_109,"Geologic Map of the West of Avra 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630966,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599584073241-109/ncgmp09.zip,"Geologic Map of the West of Avra 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Pearthree, P.A.; Youberg, Ann; Skotnicki, S.J.",2020
arizona_adgm_1599684721512_36,"Surficial Geologic Map and Flood Hazard Assessment, Rainbow Valley, Maricopa County, Arizona, v 2.0",http://hdl.handle.net/10150/631006,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599684721512-36/RainbowValley.gpkg,"Surficial Geologic Map and Flood Hazard Assessment, Rainbow Valley, Maricopa County, Arizona, v 2.0","Pearthree, Philip A.; Shipman, Todd C.; Youberg, Ann",2020
arizona_adgm_1599684721512_36,"Surficial Geologic Map and Flood Hazard Assessment, Rainbow Valley, Maricopa County, Arizona, v 2.0",http://hdl.handle.net/10150/631006,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599684721512-36/simple.zip,"Surficial Geologic Map and Flood Hazard Assessment, Rainbow Valley, Maricopa County, Arizona, v 2.0","Pearthree, Philip A.; Shipman, Todd C.; Youberg, Ann",2020
arizona_adgm_1599684721512_36,"Surficial Geologic Map and Flood Hazard Assessment, Rainbow Valley, Maricopa County, Arizona, v 2.0",http://hdl.handle.net/10150/631006,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1599684721512-36/ncgmp09.zip,"Surficial Geologic Map and Flood Hazard Assessment, Rainbow Valley, Maricopa County, Arizona, v 2.0","Pearthree, Philip A.; Shipman, Todd C.; Youberg, Ann",2020
arizona_adgm_1567545236435_491,"Geological Map of the Galleta Flat East 7.5' Quadrangle, Cochise County, Arizona, v. 3.0",http://hdl.handle.net/10150/634061,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567545236435-491/GalletaFlatEast.zip,"Geological Map of the Galleta Flat East 7.5' Quadrangle, Cochise County, Arizona, v. 3.0","Youberg, Ann; Spencer, Jon E.; Richard, Stephen M.; Cook,  Joseph P.",2019
arizona_adgm_1567545236435_491,"Geological Map of the Galleta Flat East 7.5' Quadrangle, Cochise County, Arizona, v. 3.0",http://hdl.handle.net/10150/634061,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567545236435-491/simple.zip,"Geological Map of the Galleta Flat East 7.5' Quadrangle, Cochise County, Arizona, v. 3.0","Youberg, Ann; Spencer, Jon E.; Richard, Stephen M.; Cook,  Joseph P.",2019
arizona_adgm_1567545236435_491,"Geological Map of the Galleta Flat East 7.5' Quadrangle, Cochise County, Arizona, v. 3.0",http://hdl.handle.net/10150/634061,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567545236435-491/ncgmp09.zip,"Geological Map of the Galleta Flat East 7.5' Quadrangle, Cochise County, Arizona, v. 3.0","Youberg, Ann; Spencer, Jon E.; Richard, Stephen M.; Cook,  Joseph P.",2019
arizona_adgm_1567550824651_585,"Geologic Map and Geologic Hazards of the Three Points 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630860,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567550824651-585/Three_Points.zip,"Geologic Map and Geologic Hazards of the Three Points 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Pearthree, P.A.; Ferguson, A.C.; Gilbert,G.W.; Skotnicki,J. S.",2019
arizona_adgm_1567550824651_585,"Geologic Map and Geologic Hazards of the Three Points 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630860,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567550824651-585/simple.zip,"Geologic Map and Geologic Hazards of the Three Points 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Pearthree, P.A.; Ferguson, A.C.; Gilbert,G.W.; Skotnicki,J. S.",2019
arizona_adgm_1567550824651_585,"Geologic Map and Geologic Hazards of the Three Points 7.5' Quadrangle, Pima County, Arizona, v. 2.0",http://hdl.handle.net/10150/630860,https://data.azgs.arizona.edu/api/v1/collections/ADGM-1567550824651-585/ncgmp09.zip,"Geologic Map and Geologic Hazards of the Three Points 7.5' Quadrangle, Pima County, Arizona, v. 2.0","Pearthree, P.A.; Ferguson, A.C.; Gilbert,G.W.; Skotnicki,J. S.",2019
